occurrence_no,common_body_parts,pres_mode,preservation_quality,abund_value,abund_unit,class,order,family,genus,life_habit,diet,collection_no,early_interval,late_interval,time_bins,museum,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,lithology2,lithification2,environment,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,preservation_comments,collection_type,collection_methods,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
N476,"esqueleto quase completo adulto (f�mur, t�bia, 2 ulnas, 2 ilios)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000270 R a,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-52.79,-29.67,MCT000270 R a,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N475,pr�maxila e occiput,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 149,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-52.79,-29.67,MCTMCT/s_n� 149,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N474,"Cr�nio parcial, cintura p�lvica",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000208 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53,-29.75,MCT000208 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga da Divisa (n�2),Pinheiro Area,Museum,
N473,fragmento posterior de mandiubla,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 148,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-52.79,-29.67,MCTMCT/s_n� 148,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga Delfino Moreira,Pinheiro Area,Museum,
N472,esc�pula direita associada a v�rtebra,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 147,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53,-29.75,MCTMCT/s_n� 147,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N471,ramo mandibular posterior,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 146,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-52.79,-29.67,MCTMCT/s_n� 146,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N470,-,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 145,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-52.79,-29.67,MCTMCT/s_n� 145,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga Delfino Moreira,Pinheiro Area,Museum,
N469,Metade posterior de um esqueleto com parte da anterior incluindo parte do cr�nio.,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000419 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.29,-29.65,MCT000419 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Exaeretodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga ao oeste da Sanga Delfino Moreira em Mato do Nocanor,Pinheiro Area,Museum,
N468,v�rtebra dorsal,NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Protuberum,NA,NA,MCT/s_n� 135,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.37,-29.63,MCTMCT/s_n� 135,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabralense,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N467,"esqueleto quase completo (juvenil maior, associado aos MCTs/n 114, 115, 120, 121, 122)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 124,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.29,-29.65,MCTMCT/s_n� 124,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Exaeretodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N466,"esqueleto quase completo com cr�nio (juvenil maior, associado aos MCTs/n 114, 115, 120, 121, 122)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 123,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.38,"-29,62",MCTMCT/s_n� 123,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Dinodontosaurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N465,"sequ�ncia de v�rtebras e antebra�os (anotado como e) (juvenis, associado aos MCTs/n 114, 115, 120 e 121), n?o h� certeza se pertencem ao mesmo indiv�duo, a esse ou outro da associa�?o",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 122,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.29,-29.65,MCTMCT/s_n� 122,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Exaeretodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N464,"corpo quase completo com cr�nio (juvenil, associado aos MCTs/n 114, 115, 120 e 122)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 121,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 121,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N463,"corpo esqueleto axial dorsal caudal, humerus, esc�pula, dois membros posteriores e cintura p�lvica (juvenil, associado aos MCTs/n 114, 115, 121 e 122)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 120,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 120,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N462,fragmento craniano (pre maxila e maxila),NA,NA,NA,NA,Synapsida,Therapsida,Traversodontidae,Massetognathus,NA,NA,MCT/s_n� 119,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 119,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N461,v�rtebras e fragmentos cranianos juvenil,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 118,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 118,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N460,v�rtebras e fragmentos cranianos juvenil,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 117,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 117,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N459,restos de pros cranianos fragmentarios de pelo menos um juvenil,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 116,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 116,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga da Divisa,Pinheiro Area,Museum,
N458,Cr�nio e p�s cr�nio juvenil menor que os esp�cimes 286-R a e b,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000286 R c,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000286 R c,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N457,Cr�nio e p�s cr�nio juvenil,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000286 R b,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000286 R b,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N456,"uma premaxila e um esquamosal (juvenil, associado aos MCTs/n 114, 120, 121 e 122)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 115,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 115,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N455,"uma mandibula, uma premaxila e um esquamosal (juvenil, associado aos MCTs/n 115, 120, 121 e 122)",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,MCT/s_n� 114,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCTMCT/s_n� 114,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N454,Cr�nio e pe�as v�rias,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000274 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000274 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N453,we take pictures from the small tibia (MMACR),NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000298 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000298 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N452,"Cr�nio sem mand�bula, faltando parte do esquamosal e jugal do lado direito",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000420 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000420 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N451,Cr�nio pequeno,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000315 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000315 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Campo do Caranguejo sul de Pinheiros,Pinheiro Area,Museum,
N450,Metade posterios de um esquele com parte da anterior incl. pt do cr�nio.,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000419 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000419 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga ao oeste da Sanga Delfino Moreira,Pinheiro Area,Museum,
N449,Cr�nio grande articulado com coluna cervical. Membro anterior.,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000421 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000421 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Ribeiro,Bom Retiro Area,Museum,
N448,"partes do cr�nio, mand�bula, esc�pula e ulna esquerda",NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000278 R b,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000278 R b,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N447,Restos de esp�cime jovem  provavelmente mais de um indiv�duo (confirmado e inclu�do como 278-R b),NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000278 R a,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000278 R a,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N446,Cr�nio pequeno sobre chapa de matriz,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000380 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000380 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
N445,Cr�nio filhote,NA,NA,NA,NA,Synapsida,Therapsida,Kannemeyeriidae,Dinodontosaurus,NA,NA,000285 R,Ladinian,NA,Ladinian,MCT,242,237,239.5,5,-53.8,-29.7,MCT000285 R,BR,RS,Pinheiro,Santa Maria,Ros�rio do Sul,Alemoa,Hyperodapedon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tener,Candel�ria,Sanga do Pinheiro,Pinheiro Area,Museum,
