id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
6463,1380554,1380554,-58.08447,Proterosuchus,251.902,246.7,Early Triassic,"(251.902, 246.7)",ZA,East Cape,Middelburg,Balfour,,Middleburg,
6464,1380555,1380555,-58.08447,Prolacerta,251.902,246.7,Early Triassic,"(251.902, 246.7)",ZA,East Cape,Middelburg,Balfour,,Middleburg,
6465,1380556,1380556,-58.08447,Sauropareion,251.902,246.7,Early Triassic,"(251.902, 246.7)",ZA,East Cape,Middelburg,Balfour,,Middleburg,
6466,1380557,1380557,-58.08447,Saurodektes,251.902,246.7,Early Triassic,"(251.902, 246.7)",ZA,East Cape,Middelburg,Balfour,,Middleburg,
6467,1431220,1431220,-76.62466,Antarctanax,251.902,246.7,Early Triassic,"(251.902, 246.7)",AA,,,Fremouw,,Graphite Peak (Fremouw Fm.),
6468,1500171,1500171,-46.32232,Elessaurus,251.902,246.7,Early Triassic,"(251.902, 246.7)",BR,Rio Grande do Sul,Rio Grande do Sul,Sanga do Cabral,,Sítio Bica São Tomé 5,
6469,1549175,1549175,-46.32232,Oryporan,251.902,246.7,Early Triassic,"(251.902, 246.7)",BR,Rio Grande do Sul,Rio Grande do Sul,Sanga do Cabral,,Sítio Bica São Tomé 5,
6470,1549176,1549176,-46.32232,Oryporan,251.902,246.7,Early Triassic,"(251.902, 246.7)",BR,Rio Grande do Sul,Rio Grande do Sul,Sanga do Cabral,,Sítio Bica São Tomé 5,
6471,1587698,1587698,-76.62466,Procolophon,251.902,246.7,Early Triassic,"(251.902, 246.7)",AA,,,Fremouw,,Graphite Peak (Fremouw Fm.),
6472,1589167,1589167,-58.08447,Procolophonichnium,251.902,246.7,Early Triassic,"(251.902, 246.7)",ZA,East Cape,Middelburg,Balfour,,Middleburg,
6473,479551,479551,30.98263,Gresslyosaurus,213.2,208.5,Late Triassic,"(213.2, 208.5)",CH,Basel-Landschaft,Liestal,Knollenmergel,,"Niederschönthal, Liestal",
6474,479551,479551,30.98263,Gresslyosaurus,213.2,208.5,Late Triassic,"(213.2, 208.5)",CH,Basel-Landschaft,Liestal,Knollenmergel,,"Niederschönthal, Liestal",
6475,635142,635142,32.92995,Austriadactylus,213.2,208.5,Late Triassic,"(213.2, 208.5)",AT,Tyrol,Tyrol,Seefelder Schichten,,Austriadactylus type locality near Ankerschlag,Seefeld
6476,777000,777000,32.92995,Austriadraco,213.2,208.5,Late Triassic,"(213.2, 208.5)",AT,Tirol,Tirol,Seefelder Schichten,,"Eudimorphodon site, Reither Joch-Alm, Seefeld",
6477,846844,846844,20.34746,Eudimorphodon,213.2,208.5,Late Triassic,"(213.2, 208.5)",IT,Lombardia,Bergamo,Argilliti di Riva di Solto,,"Ponte Giurino, Valle Imagna (MSNB collection)",
6478,930879,930879,20.34746,Mystriosuchus,213.2,208.5,Late Triassic,"(213.2, 208.5)",IT,Lombardia,Bergamo,Argilliti di Riva di Solto,,"Ponte Giurino, phytosaur",
6479,1418498,1418498,32.92995,Langobardisaurus,213.2,208.5,Late Triassic,"(213.2, 208.5)",AT,Tirol,Tirol,Seefelder Schichten,,"Eudimorphodon site, Reither Joch-Alm, Seefeld",
6480,1409642,1409642,-9.650311,Nothosaurus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",IL,Neguev,Neguev,Saharonim,,Nothosaurus haasi-type locality,Nahal Ramon
6481,1419163,1419163,29.56131,Pistosaurus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",PL,Upper Silesia,Tarnowskie Góry,Boruszowice,,"Rybna, Tarnowskie Góry",
6482,1419209,1419209,-9.650311,Psephoderma,246.7,239.7,Middle Triassic,"(246.7, 239.7)",IL,Negev,Negev,Saharonim,,Makhtesh Ramon area,
6483,1600123,1600123,20.93788,Serpianosaurus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",CH,,,Besano,,"Point 902, Monte San Giorgio, unspecified bed",Mirigioli
6484,1600124,1600124,20.93788,Macrocnemus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",CH,,,Besano,,"Point 902, Monte San Giorgio, unspecified bed",Mirigioli
6485,1600125,1600125,20.93788,Macrocnemus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",CH,,,Besano,,"Point 902, Monte San Giorgio, unspecified bed",Mirigioli
6486,1600126,1600126,20.93788,Lariosaurus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",CH,,,Besano,,"Point 902, Monte San Giorgio, unspecified bed",Mirigioli
6487,1600127,1600127,20.93788,Askeptosaurus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",CH,,,Besano,,"Point 902, Monte San Giorgio, unspecified bed",Mirigioli
6488,1600128,1600128,20.93788,Helveticosaurus,246.7,239.7,Middle Triassic,"(246.7, 239.7)",CH,,,Besano,,"Point 902, Monte San Giorgio, unspecified bed",Mirigioli
6489,363117,363117,48.45778,Grippia,251.2,246.7,Early Triassic,"(251.2, 246.7)",NO,Spitzberger,Spitzberger,Vikinghøgda,,Agardh Bay,
6490,387512,387512,48.62633,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Komi,Luza/Pre-Luza,Sludka,,Korzhinskoye,"Korzha, Korzhinskii; Luza River"
6491,401595,401595,29.45002,Czatkowiella,251.2,246.7,Early Triassic,"(251.2, 246.7)",PL,Malopolskie,Krakowski,,,Czatkowice 1 quarry,
6492,401596,401596,29.45002,Sophineta,251.2,246.7,Early Triassic,"(251.2, 246.7)",PL,Malopolskie,Krakowski,,,Czatkowice 1 quarry,
6493,401597,401597,29.45002,Osmolskina,251.2,246.7,Early Triassic,"(251.2, 246.7)",PL,Malopolskie,Krakowski,,,Czatkowice 1 quarry,
6494,401599,401599,29.45002,Pamelina,251.2,246.7,Early Triassic,"(251.2, 246.7)",PL,Malopolskie,Krakowski,,,Czatkowice 1 quarry,
6495,401600,401600,29.45002,Procolina,251.2,246.7,Early Triassic,"(251.2, 246.7)",PL,Malopolskie,Krakowski,,,Czatkowice 1 quarry,
6496,411697,411697,52.34648,Timanophon,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Komi,Komi,Charkabozh,,Tsilma River,"Tsilma-1, Cherepanka-1, Cherepanka-3"
6497,733515,733515,-62.62076,Coletta,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Eastern Cape,Inxuba Yethemba,Katberg,Lystrosaurus Assemblage,Brakfontein 333,
6498,745262,745262,48.31328,Kapes,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Petropavlovka,,Petropavlovka I (Locality 19),
6499,789764,789764,48.31328,Kapes,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Petropavlovka,,Petropavlovka I (Locality 19),
6500,789766,789766,49.80777,Kapes,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Komi,Ust-Vymskii,Yarenskian,,Zheshart,"Vychegda River, Vichegda River, Zheshard"
6501,800599,800599,32.04066,Utatsusaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",JP,Miyagi,Motoyoshui-gun,Osawa,,Tatezaki,
6502,821002,821002,18.29414,Cymbospondylus,251.2,246.7,Early Triassic,"(251.2, 246.7)",US,Idaho,Bear Lake,Thaynes,,Georgetown-Nounan Road,IMNH 79002
6503,832665,832665,-62.62076,Kitchingnathus,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Eastern Cape,Amatole,Katberg,"Lystrosaurus Assemblage, Procolophon subzone",Hobbs Hill,"Windvogelsberg, Windvoëlberg, Cathcart"
6504,832666,832666,-62.62076,Procolophon,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Eastern Cape,Amatole,Katberg,"Lystrosaurus Assemblage, Procolophon subzone",Hobbs Hill,"Windvogelsberg, Windvoëlberg, Cathcart"
6505,838751,838751,48.62633,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Kirov,Nagorsk,,,Okunevo (Fedorovka River),Vyatka River Basin
6506,838751,838751,48.62633,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Kirov,Nagorsk,,,Okunevo (Fedorovka River),Vyatka River Basin
6507,838751,838751,48.62633,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Kirov,Nagorsk,,,Okunevo (Fedorovka River),Vyatka River Basin
6508,838751,838751,48.62633,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Kirov,Nagorsk,,,Okunevo (Fedorovka River),Vyatka River Basin
6509,840200,840200,49.80777,Kapes,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Komi,Ust-Vymskii,Yarenskian,,Zheshart,"Vychegda River, Vichegda River, Zheshard"
6510,840267,840267,47.01197,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Vologda,Nikolsk,,,Vakhnevo locality,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin"
6511,840268,840268,47.01197,Microcnemus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Vologda,Nikolsk,,,Vakhnevo locality,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin"
6512,840350,840350,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Totskoe,Kzylsaiskaya,,"Markovka II, level 1","Locality 102 (Tverdokhlebov et al., 2003); Soroka River"
6513,840353,840353,46.41431,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Totskoe,Kzylsaiskaya,,"Markovka II, level 2","Locality 102 (Tverdokhlebov et al., 2003); Soroka River"
6514,840364,840364,46.91316,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Belyaevka,Petropavlovka,,Kzyl Sai ravine,"Kzyl Say, Kzyl-Sai, Kyzyl Sai, Kyzyl-Say Gorge"
6515,840372,840372,46.91316,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Belyaevka,Petropavlovka,,Kzyl Sai ravine,"Kzyl Say, Kzyl-Sai, Kyzyl Sai, Kyzyl-Say Gorge"
6516,840381,840381,41.16511,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6517,841368,841368,55.91771,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Novaya Zemlya,Admiralty,,"Cape Nikolai, Admiralty Peninsula, North Island of Novaya Zemlya Archipelago",Admiraliteistva Peninsula
6518,841368,841368,55.91771,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Novaya Zemlya,Admiralty,,"Cape Nikolai, Admiralty Peninsula, North Island of Novaya Zemlya Archipelago",Admiraliteistva Peninsula
6519,841373,841373,57.37442,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Lestanshor,,Khei-Yaga-1,"Khei-Yaga River, Hey-Yaga, western flank of Pai-Khoi Mts."
6520,841374,841374,57.37442,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Lestanshor,,Khei-Yaga-1,"Khei-Yaga River, Hey-Yaga, western flank of Pai-Khoi Mts."
6521,841667,841667,48.31328,Kapes,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Petropavlovka,,Petropavlovka I (Locality 19),
6522,842017,842017,50.88652,Timanophon,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Leshukonskoe,Pizhmomezenskoi,,Mezenskaya Pizhma and Lower Syamzhen'ga,"Pizhma-Mezenskaya, Pizhmo-Mezen' River; Lower Syamzhenga; Nizhnyaya Syamzhenga-III, Nizhnyaya Syamzhenga-IV, Nizhnyaya Syamzhenga-VIII, Nizhnyaya Syamzhenga-X, Nizhyaya Syamzhenga-XII, Pizhma-I; Mezen' River Basin"
6523,842020,842020,50.88652,Timanophon,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Leshukonskoe,Pizhmomezenskoi,,Vybor River localities,"Vybor-II, Vybor-2; Mezen' River Basin"
6524,843124,843124,41.16511,Coelodontognathus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6525,843125,843125,41.16511,Coelodontognathus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6526,843727,843727,47.01197,Microcnemus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Vologda,Nikolsk,,,Vakhnevo locality,"Vachnevo, Vahnevo, Wachnjewo; Sharzhenga River, Sharjenga River, Fluss Scharschenga; Yug River Basin"
6527,843728,843728,47.01197,Microcnemus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Vologda,Nikolsk,,,Kudrino village,Yug River Basin
6528,843729,843729,47.01197,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Vologda,Nikolsk,,,Kudrino village,Yug River Basin
6529,847011,847011,52.70026,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Charkabozh,,"Peschanoozerskaya, borehole 23, Kolguev Island",Kolguev-2; Kolguyev Island; Pechora Basin
6530,847020,847020,52.70026,Boreopricea,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Charkabozh,,"Kolguev Island, borehole 35, 1543.4-1551.4 m",Kolguyev Island; Pechora Basin
6531,847023,847023,52.70026,Orenburgia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Charkabozh,,"Kolguev Island, borehole 35, 1543.4-1551.4 m",Kolguyev Island; Pechora Basin
6532,847025,847025,52.70026,Boreopricea,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Charkabozh,,"Kolguev Island, borehole 141",Kolguev-11; Kolguyev Island; Pechora Basin
6533,848404,848404,48.31328,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Sol'-Iletsk,Petropavlovka,,Meshcheryakovka I,"Mescheryakovka I; locality 37 (Tverdokhlebov et al., 2003); PIN 4400"
6534,883958,883958,7.506519,Kwangsisaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Guangxi,Guangxi,Beisi,,"Fupingtun, Dengliu",
6535,883958,883958,7.506519,Kwangsisaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Guangxi,Guangxi,Beisi,,"Fupingtun, Dengliu",
6536,884084,884084,13.32615,Hanosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Jiangxi,Jiangxi,Jialingjiang,,Songshugoulaowan,Hupeh
6537,890991,890991,48.31328,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Ilekskii,Petropavlovka,,"Rassypnaya locality, PIN 951",Vjushkovia type locality
6538,899636,899636,15.35236,Keichousaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Hubei,Yuan'an,Jialingjiang,,"Yingzishan Hill Quarry, Yichang","Wangchenkang, N.W. of Yuananhsien, Hupeh Province"
6539,929821,929821,41.16511,Augustaburiania,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6540,929822,929822,57.37442,Augustaburiania,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Arkhangelsk,Nenetsia,Lestanshor,,Khei-Yaga-1,"Khei-Yaga River, Hey-Yaga, western flank of Pai-Khoi Mts."
6541,958043,958043,49.80777,Vytshegdosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Komi,Ust-Vymskii,Yarenskian,,Zheshart,"Vychegda River, Vichegda River, Zheshard"
6542,984557,984557,29.45002,Collilongus,251.2,246.7,Early Triassic,"(251.2, 246.7)",PL,Malopolskie,Krakowski,,,Czatkowice 1 quarry,
6543,1113776,1113776,41.16511,Bystrowisuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6544,1127411,1127411,41.16511,Scythosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6545,1127417,1127417,41.16511,Tanaisosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6546,1127431,1127431,41.16511,Kapes,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6547,1127575,1127575,48.31328,Vritramimosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Ilekskii,Petropavlovka,,"Rassypnaya locality, PIN 951",Vjushkovia type locality
6548,1127583,1127583,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Staritskaya,,Mechet' II (Locality 180),Mechet II
6549,1142139,1142139,-60.73064,Procolophon,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Eastern Cape,Eastern Cape,Katberg,Lystrosaurus Assemblage Zone,"Farm Perdelaagte, Heuningkrans 26",
6550,1142841,1142841,-58.76185,Palacrodon,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Thabo Mofutsanyana,Burgersdorp,Cynognathus Assemblage Zone Subzone A,Driefontein,
6551,1347708,1347708,48.31328,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Ilekskii,Petropavlovka,,"Rassypnaya locality, PIN 951",Vjushkovia type locality
6552,1347709,1347709,49.80777,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Komi,Ust-Vymskii,Yarenskian,,Zheshart,"Vychegda River, Vichegda River, Zheshard"
6553,1349935,1349935,-58.76185,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Thabo Mofutsanyana,Burgersdorp,Cynognathus Assemblage Zone Subzone A,Driefontein,
6554,1349936,1349936,-58.76185,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Thabo Mofutsanyana,Burgersdorp,Cynognathus Assemblage Zone Subzone A,Gwarriekop 330,"Guarriekop, Ghwarriekop"
6555,1349937,1349937,-58.76185,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Thabo Mofutsanyana,Burgersdorp,Cynognathus Assemblage Zone Subzone A,"Fraauitsicht, Bosrand 12",
6556,1349938,1349938,-58.76185,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Thabo Mofutsanyana,Burgersdorp,Cynognathus Assemblage Zone Subzone A,Platkop,
6557,1349939,1349939,-58.76185,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Paul Roux,Burgersdorp,Cynognathus subzone A,Langberg 556,
6558,1349940,1349940,-58.76185,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Senekal,Burgersdorp,Cynognathus subzone A,"Fraauitsicht, Bosrand 12",
6559,1349941,1349941,-60.68525,Garjainia,251.2,246.7,Early Triassic,"(251.2, 246.7)",ZA,Free State,Kestell,Burgersdorp,Cynognathus subzone A,Eerste Geluk 131,Eerste Geuluk
6560,1378800,1378800,32.10397,Chaohusaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Anhui,Anhui,Nanlinghu,,Majiashan Quarry,
6561,1409652,1409652,32.10397,Majiashanosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Anhui,Anhui,Nanlinghu,Neospathodus anhuinensis,Majiashanosaurus-type locality,"Bed 643, North New Quarry of Majiashan, Liujiawa Village, Chaohu City"
6562,1412684,1412684,15.35236,Hupehsuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Hubei,Yuan'an,Jialingjiang,,Quarry near Minfeng,
6563,1416148,1416148,46.41431,Microcnemus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Samara,Samara,Kamennyi Yar,,Kamennyi Dol gully (upper),
6564,1416149,1416149,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Samara,Samara,Kamennyi Yar,,Kamennyi Dol gully (upper),
6565,1416154,1416154,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Mechet',,Mechet' I (lower) (Locality 179),"Novaya Tavolzhanka, Mechet I"
6566,1416307,1416307,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Kzylsaiskaya,,Kulagino II (Locality 58),
6567,1416308,1416308,46.41431,Tichvinskia,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Kzylsaiskaya,,Myrolyubovka III (Locality 67),
6568,1416309,1416309,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Kzylsaiskaya,,Vetlyanka I (Locality 68),
6569,1417067,1417067,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Kzylsaiskaya,,Rodionovka IV (upper) (Locality 149),
6570,1417069,1417069,46.41431,Chasmatosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Orenburg,Orenburg,Kzylsaiskaya,,Surykovo I (Locality 160),
6571,1475021,1475021,32.10397,Chaohusaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Anhui,Anhui,Nanlinghu,,Majiashan Quarry,
6572,1626504,1626504,41.16511,Scolotosuchus,251.2,246.7,Early Triassic,"(251.2, 246.7)",RU,Volgograd,Ilovlya,Lipovskaya,,Lipovskaya gully (Donskaya Luka),Lipovaya Balka
6573,1638028,1638028,15.35236,Lariosaurus,251.2,246.7,Early Triassic,"(251.2, 246.7)",CN,Hubei,Yuan'an,Jialingjiang,,"Yingzishan Hill Quarry, Yichang","Wangchenkang, N.W. of Yuananhsien, Hupeh Province"
6574,1058248,1058248,29.81785,Bobosaurus,237,233.4,Late Triassic,"(237.0, 233.4)",IT,Udine,Udine,Rio del Lago,,"Unnamed tributary of Pontuz Creek, near Gran Colle and Dogna",
6575,1140294,1140294,27.93197,Nothosaurus,237,233.4,Late Triassic,"(237.0, 233.4)",IT,,,Cassian,,St. Cassian (Munster coll),
6576,1419511,1419511,29.81785,Simosaurus,237,233.4,Late Triassic,"(237.0, 233.4)",IT,Udine,Friuli,Rio del Lago,aonoides,"Lavaz Creek, Dogna",
6577,1419512,1419512,29.81785,Protenodontosaurus,237,233.4,Late Triassic,"(237.0, 233.4)",IT,Udine,Friuli,Rio del Lago,,Dogna area,
6578,283825,283825,40.08932,Proganochelys,216.7,213.2,Late Triassic,"(216.7, 213.2)",GL,,,Fleming Fjord,,south of base camp II,"Jameson Land, area II"
6579,382582,382582,20.34746,Psephoderma,216.7,213.2,Late Triassic,"(216.7, 213.2)",IT,Lombardia,Lombardia,Zorzino Limestone,,Endenna cave,
6580,382582,382582,20.34746,Psephoderma,216.7,213.2,Late Triassic,"(216.7, 213.2)",IT,Lombardia,Lombardia,Zorzino Limestone,,Endenna cave,
6581,382582,382582,20.34746,Psephoderma,216.7,213.2,Late Triassic,"(216.7, 213.2)",IT,Lombardia,Lombardia,Zorzino Limestone,,Endenna cave,
6582,479548,479548,32.59323,Efraasia,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6583,538740,538740,32.59323,Eudimorphodon,216.7,213.2,Late Triassic,"(216.7, 213.2)",LU,Diekirch,Diekirch,,,Medernach bonebed,Larochette
6584,538741,538741,32.59323,Clevosaurus,216.7,213.2,Late Triassic,"(216.7, 213.2)",LU,Diekirch,Diekirch,,,Medernach bonebed,Larochette
6585,538742,538742,32.59323,Kuehneosaurus,216.7,213.2,Late Triassic,"(216.7, 213.2)",LU,Diekirch,Diekirch,,,Medernach bonebed,Larochette
6586,632299,632299,32.59323,Efraasia,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6587,632300,632300,32.59323,Efraasia,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6588,632301,632301,32.59323,Efraasia,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6589,705707,705707,32.59323,Plateosaurus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6590,728277,728277,32.59323,Aetosaurus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6591,728364,728364,32.59323,Procompsognathus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6592,728367,728367,32.59323,Mystriosuchus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6593,728368,728368,32.59323,Nicrosaurus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6594,728369,728369,32.59323,Saltoposuchus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6595,728398,728398,32.59323,Saltoposuchus,216.7,213.2,Late Triassic,"(216.7, 213.2)",DE,Baden-Württemberg,Baden-Württemberg,Löwenstein,,"Burrer Quarry, Pfaffenhofen","Burrerschen Quarry, Weisser Steinbruch, Heilbronn"
6596,777078,777078,32.92995,Eudimorphodon,216.7,213.2,Late Triassic,"(216.7, 213.2)",IT,Friuli-Venezia Giulia,Friuli-Venezia Giulia,Dolomia di Forni,,"Purone Creek, Forni di Sotto, Eudimorphodon",
